id,strand,fiveseen,polyAseen,threeseen,fiveend,polyAend,threeend,primer,chimera
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32258/32_632_CCS,+,1,0,1,32,-1,632,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32342/31_1642_CCS,+,1,0,1,31,-1,1642,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32352/750_27_CCS,-,1,0,1,30,-1,753,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32358/966_37_CCS,-,1,1,0,31,960,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32366/680_27_CCS,-,1,0,1,30,-1,683,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32375/1128_27_CCS,-,1,0,1,30,-1,1131,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32441/329_27_CCS,-,1,0,1,30,-1,332,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32458/0_1138_CCS,+,0,1,1,NA,1138,1205,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32461/663_27_CCS,-,1,0,1,29,-1,665,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32477/0_2235_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32490/0_4675_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32497/1027_27_CCS,-,1,0,1,29,-1,1029,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32500/482_27_CCS,-,1,0,1,30,-1,485,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32504/834_27_CCS,-,1,0,1,30,-1,837,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32511/29_700_CCS,+,1,0,1,29,-1,700,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32522/1114_27_CCS,-,1,0,1,30,-1,1117,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32534/946_27_CCS,-,1,0,1,30,-1,949,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32542/526_27_CCS,-,1,0,1,30,-1,529,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32546/445_27_CCS,-,1,0,1,30,-1,448,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32551/269_27_CCS,-,1,0,1,29,-1,271,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32572/302_27_CCS,-,1,0,1,30,-1,305,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32575/45_783_CCS,+,1,0,1,45,-1,783,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32586/1702_49_CCS,-,0,1,1,NA,1653,1673,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32605/706_27_CCS,-,1,0,1,30,-1,709,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32606/1414_27_CCS,-,1,0,1,32,-1,1419,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32608/31_689_CCS,+,1,0,0,31,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32622/968_27_CCS,-,1,0,1,29,-1,970,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32629/443_27_CCS,-,1,0,1,30,-1,446,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32640/1355_27_CCS,-,1,0,1,29,-1,1357,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32641/274_27_CCS,-,1,0,1,30,-1,277,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32648/386_27_CCS,-,1,0,1,30,-1,389,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32658/1107_54_CCS,-,0,1,1,NA,1053,1078,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32672/1212_27_CCS,-,1,0,1,30,-1,1215,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32699/401_27_CCS,-,1,0,1,29,-1,403,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32700/2571_0_CCS,-,1,0,0,34,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32705/30_466_CCS,+,1,0,1,30,-1,466,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32710/0_679_CCS,+,0,1,1,NA,679,849,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32737/275_27_CCS,-,1,0,1,29,-1,277,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32746/0_713_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32754/1030_27_CCS,-,1,0,1,30,-1,1033,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32791/563_27_CCS,-,1,0,1,29,-1,565,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32795/848_27_CCS,-,1,0,1,30,-1,851,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32797/391_27_CCS,-,1,0,1,29,-1,393,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32800/387_28_CCS,-,1,0,1,30,-1,389,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32808/355_27_CCS,-,1,0,1,29,-1,357,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32828/555_27_CCS,-,1,0,1,30,-1,558,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32831/323_27_CCS,-,1,0,1,29,-1,325,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32889/1052_27_CCS,-,1,0,1,30,-1,1055,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32898/401_27_CCS,-,1,0,1,29,-1,403,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32917/0_467_CCS,+,0,1,1,NA,467,498,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32940/2306_52_CCS,-,0,1,1,NA,2254,2276,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32947/484_27_CCS,-,1,0,1,30,-1,487,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32953/596_27_CCS,-,1,0,1,30,-1,599,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32954/736_27_CCS,-,1,0,1,30,-1,739,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32960/807_27_CCS,-,1,0,1,31,-1,811,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32964/317_28_CCS,-,1,0,1,30,-1,319,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/32995/1605_27_CCS,-,1,0,1,30,-1,1608,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33001/30_3696_CCS,+,1,0,0,30,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33009/408_40_CCS,-,1,0,1,31,-1,399,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33042/442_27_CCS,-,1,0,1,30,-1,445,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33051/1227_27_CCS,-,1,0,1,29,-1,1229,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33054/31_687_CCS,+,1,0,0,31,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33068/483_27_CCS,-,1,0,1,29,-1,485,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33074/404_28_CCS,-,1,0,1,29,-1,405,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33087/598_31_CCS,-,1,0,1,32,-1,599,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33108/571_27_CCS,-,1,0,1,29,-1,573,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33109/877_27_CCS,-,1,0,1,29,-1,879,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33111/456_27_CCS,-,1,0,1,30,-1,459,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33127/979_27_CCS,-,1,0,1,29,-1,981,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33132/428_27_CCS,-,1,0,1,30,-1,431,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33141/691_27_CCS,-,1,0,1,29,-1,693,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33168/792_27_CCS,-,1,0,1,30,-1,795,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33182/344_27_CCS,-,1,0,1,30,-1,347,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33221/2395_45_CCS,-,1,0,1,31,-1,2381,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33224/0_4450_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33232/1685_66_CCS,-,1,1,0,29,1648,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33237/502_27_CCS,-,1,0,1,30,-1,505,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33278/764_27_CCS,-,1,0,1,30,-1,767,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33285/47_1155_CCS,+,1,0,1,47,-1,1155,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33300/1170_27_CCS,-,1,0,1,30,-1,1173,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33344/28_965_CCS,+,1,0,1,28,-1,965,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33378/1198_27_CCS,-,1,0,1,30,-1,1201,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33383/596_27_CCS,-,1,0,1,30,-1,599,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33416/2826_97_CCS,-,0,1,1,NA,2729,2764,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33419/973_27_CCS,-,1,0,1,29,-1,975,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33470/820_28_CCS,-,1,0,1,29,-1,821,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33501/30_935_CCS,+,1,0,1,30,-1,935,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33502/1086_27_CCS,-,1,0,1,31,-1,1090,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33547/1752_39_CCS,-,1,0,1,33,-1,1746,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33555/575_29_CCS,-,1,0,1,30,-1,576,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33560/30_1094_CCS,+,1,0,1,30,-1,1094,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33562/44_536_CCS,+,1,0,1,44,-1,536,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33564/387_27_CCS,-,1,0,1,29,-1,389,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33596/2243_61_CCS,-,0,1,1,NA,2182,2209,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33598/749_26_CCS,-,1,0,1,29,-1,752,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33607/38_3031_CCS,+,1,0,0,38,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33617/919_29_CCS,-,1,0,1,29,-1,919,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33644/428_27_CCS,-,1,0,1,30,-1,431,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33712/471_27_CCS,-,1,0,1,29,-1,473,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33729/0_1376_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33733/975_27_CCS,-,1,0,1,30,-1,978,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33738/355_27_CCS,-,1,0,1,29,-1,357,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33753/1171_28_CCS,-,1,0,1,29,-1,1172,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33764/1062_32_CCS,-,1,1,0,31,1061,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33774/526_27_CCS,-,1,0,1,30,-1,529,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33787/0_2154_CCS,+,0,1,1,NA,2154,2182,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33805/29_449_CCS,+,1,0,1,29,-1,449,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33815/0_3253_CCS,+,0,1,1,NA,3253,3279,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33817/367_27_CCS,-,1,0,1,29,-1,369,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33820/1659_64_CCS,-,0,1,1,NA,1595,1627,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33861/0_708_CCS,+,0,0,1,NA,-1,708,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33866/1957_0_CCS,-,1,0,0,42,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33893/2004_25_CCS,-,1,0,1,28,-1,2007,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33919/709_27_CCS,-,1,0,1,29,-1,711,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33929/386_27_CCS,-,1,0,1,30,-1,389,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33932/895_27_CCS,-,1,0,1,29,-1,897,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33964/674_69_CCS,-,1,0,1,29,-1,634,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33972/651_27_CCS,-,1,0,1,29,-1,653,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33981/414_27_CCS,-,1,0,1,30,-1,417,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/33991/764_27_CCS,-,1,0,1,30,-1,767,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34024/28_690_CCS,+,1,0,1,28,-1,690,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34040/0_4000_CCS,+,0,1,1,NA,4000,4039,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34049/0_2367_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34055/367_27_CCS,-,1,0,1,29,-1,369,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34075/313_27_CCS,-,1,0,1,29,-1,315,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34089/260_27_CCS,-,1,0,1,30,-1,263,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34092/1156_60_CCS,-,0,1,1,NA,1096,1124,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34100/832_39_CCS,-,1,0,1,30,-1,823,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34118/397_27_CCS,-,1,0,1,29,-1,399,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34120/1133_31_CCS,-,0,0,1,NA,-1,1102,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34125/4115_29_CCS,-,1,0,1,30,-1,4116,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34127/531_27_CCS,-,1,0,1,29,-1,533,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34131/378_0_CCS,-,1,0,0,28,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34137/2636_66_CCS,-,0,1,1,NA,2570,2601,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34138/1282_26_CCS,-,1,0,1,28,-1,1284,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34156/571_27_CCS,-,1,0,1,29,-1,573,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34175/484_27_CCS,-,1,0,1,30,-1,487,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34187/0_12834_CCS,+,0,1,1,NA,12834,12844,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34194/1661_64_CCS,-,0,1,1,NA,1597,1632,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34200/750_27_CCS,-,1,0,1,30,-1,753,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34204/513_28_CCS,-,1,0,1,30,-1,515,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34210/1037_27_CCS,-,1,0,1,29,-1,1039,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34227/442_27_CCS,-,1,0,1,30,-1,445,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34233/1592_27_CCS,-,1,0,1,30,-1,1595,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34273/607_27_CCS,-,1,0,1,29,-1,609,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34285/510_27_CCS,-,1,0,1,30,-1,513,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34311/0_3120_CCS,+,0,1,1,NA,3120,3162,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34336/694_27_CCS,-,1,0,1,30,-1,697,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34364/42_450_CCS,+,1,0,0,42,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34367/439_27_CCS,-,1,0,1,29,-1,441,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34378/288_27_CCS,-,1,0,1,30,-1,291,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34402/783_27_CCS,-,1,0,1,29,-1,785,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34403/1325_39_CCS,-,1,1,0,28,1314,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34407/418_27_CCS,-,1,0,1,30,-1,421,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34420/0_283_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34437/32_2407_CCS,+,1,0,0,32,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34440/1151_27_CCS,-,1,0,1,30,-1,1154,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34506/31_1120_CCS,+,1,0,0,31,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34528/0_695_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34556/32_453_CCS,+,1,0,1,32,-1,453,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34581/414_27_CCS,-,1,0,1,30,-1,417,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34583/274_27_CCS,-,1,0,1,30,-1,277,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34584/383_27_CCS,-,1,0,1,29,-1,385,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34585/715_27_CCS,-,1,0,1,29,-1,717,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34606/465_37_CCS,-,1,0,1,32,-1,460,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34632/330_27_CCS,-,1,0,1,30,-1,333,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34635/903_27_CCS,-,1,0,1,29,-1,905,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34643/332_28_CCS,-,1,0,1,29,-1,333,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34649/1065_27_CCS,-,1,0,1,29,-1,1067,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34680/1757_34_CCS,-,0,0,1,NA,-1,1723,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34697/967_27_CCS,-,1,0,1,29,-1,969,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34701/751_28_CCS,-,1,0,1,29,-1,752,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34725/1647_0_CCS,-,1,0,0,30,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34738/2250_28_CCS,-,1,0,1,44,-1,2266,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34741/611_27_CCS,-,1,0,1,29,-1,613,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34746/414_27_CCS,-,1,0,1,30,-1,417,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34822/1142_27_CCS,-,1,0,1,30,-1,1145,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34856/946_27_CCS,-,1,0,1,30,-1,949,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34881/394_38_CCS,-,1,0,1,31,-1,387,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34882/1370_27_CCS,-,1,0,1,30,-1,1373,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34902/291_27_CCS,-,1,0,1,29,-1,293,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34954/596_27_CCS,-,1,0,1,30,-1,599,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/34969/763_27_CCS,-,1,0,1,29,-1,765,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35008/400_27_CCS,-,1,0,1,30,-1,403,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35012/720_27_CCS,-,1,0,1,30,-1,723,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35020/6497_43_CCS,-,0,1,1,NA,6454,6462,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35021/3210_0_CCS,-,1,0,0,44,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35027/1087_28_CCS,-,1,0,1,30,-1,1089,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35045/675_27_CCS,-,1,0,1,29,-1,677,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35065/988_27_CCS,-,1,0,1,30,-1,991,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35077/427_27_CCS,-,1,0,1,29,-1,429,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35083/0_1438_CCS,+,0,1,1,NA,1438,1466,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35099/383_27_CCS,-,1,0,1,29,-1,385,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35104/399_27_CCS,-,1,0,1,29,-1,401,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35120/215_27_CCS,-,1,0,1,29,-1,217,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35125/603_27_CCS,-,1,0,1,29,-1,605,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35139/0_2391_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35176/3622_56_CCS,-,0,1,1,NA,3566,3594,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35218/30_612_CCS,+,1,0,1,30,-1,612,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35221/0_10609_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35230/633_28_CCS,-,1,0,1,29,-1,634,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35235/603_27_CCS,-,1,0,1,29,-1,605,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35254/31_937_CCS,+,1,0,0,31,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35270/895_27_CCS,-,1,0,1,29,-1,897,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35279/788_28_CCS,-,1,0,1,29,-1,789,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35282/339_27_CCS,-,1,0,1,29,-1,341,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35292/889_27_CCS,-,1,0,1,30,-1,892,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35293/1888_0_CCS,-,1,0,0,31,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35298/0_2780_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35302/483_27_CCS,-,1,0,1,29,-1,485,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35313/736_27_CCS,-,1,0,1,30,-1,739,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35356/358_27_CCS,-,1,0,1,30,-1,361,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35365/0_4638_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35373/597_27_CCS,-,1,0,1,30,-1,600,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35374/316_27_CCS,-,1,0,1,30,-1,319,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35380/941_0_CCS,-,1,0,0,36,-1,NA,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35418/27_1175_CCS,+,1,0,1,27,-1,1175,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35425/372_29_CCS,-,1,0,1,32,-1,375,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35437/0_2233_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35464/0_622_CCS,NA,0,0,0,NA,NA,NA,NA,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35490/904_27_CCS,-,1,0,1,30,-1,907,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35522/2648_70_CCS,-,0,1,1,NA,2578,2620,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35597/721_27_CCS,-,1,0,1,30,-1,724,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35598/621_27_CCS,-,1,0,1,29,-1,623,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35603/316_27_CCS,-,1,0,1,30,-1,319,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35615/1480_29_CCS,-,1,0,1,29,-1,1480,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35619/1169_27_CCS,-,1,0,1,30,-1,1172,1,NA
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/35633/611_27_CCS,-,1,0,1,29,-1,613,1,NA
